id	multiplicon	genome	list	first	last	order
1113	300	ath	5	AT5G08190	AT5G08500	1
1114	301	ath	2	AT2G17680	AT2G18560	0
1115	301	ath	3	AT3G50740	AT3G51400	1
1116	302	ath	4	AT4G35310	AT4G36780	0
1117	302	ath	3	AT3G50650	AT3G51850	1
1118	303	ath	4	AT4G15755	AT4G16270	0
1119	303	ath	3	AT3G16510	AT3G17070	1
1120	304	ath	4	AT4G15800	AT4G16143	0
1121	304	ath	3	AT3G16570	AT3G16895	1
1122	304	ath	3	AT3G05490	AT3G05720	2
1123	305	ath	1	AT1G71450	AT1G72240	0
1124	305	ath	1	AT1G22470	AT1G22985	1
1125	306	ath	4	AT4G00850	AT4G01370	0
1126	306	ath	1	AT1G01160	AT1G01560	1
1127	307	ath	2	AT2G02800	AT2G04038	0
1128	307	ath	1	AT1G68880	AT1G69790	1
1129	308	ath	1	AT1G68710	AT1G69790	0
1130	308	ath	1	AT1G13210	AT1G14370	1
1131	309	ath	5	AT5G39320	AT5G40440	0
1132	309	ath	5	AT5G14720	AT5G15490	1
1133	310	ath	4	AT4G23170	AT4G24140	0
1134	310	ath	1	AT1G63550	AT1G64670	1
1135	311	ath	4	AT4G18750	AT4G20010	0
1136	311	ath	1	AT1G31010	AT1G32415	1
1137	312	ath	4	AT4G19470	AT4G19930	0
1138	312	ath	1	AT1G31140	AT1G31540	1
1139	312	ath	1	AT1G65360	AT1G65850	2
1140	313	ath	4	AT4G19230	AT4G19620	0
1141	313	ath	1	AT1G31340	AT1G31780	1
1142	313	ath	1	AT1G65350	AT1G65670	2
1143	314	ath	2	AT2G05080	AT2G07630	0
1144	314	ath	5	AT5G35250	AT5G37110	1
1145	315	ath	2	AT2G06255	AT2G06630	0
1146	315	ath	5	AT5G35646	AT5G35740	1
1147	315	ath	4	AT4G05280	AT4G05430	2
1148	316	ath	2	AT2G06610	AT2G06630	0
1149	316	ath	5	AT5G35646	AT5G35655	1
1150	316	ath	4	AT4G05280	AT4G05303	2
1151	316	ath	1	AT1G27780	AT1G27810	3
1152	317	ath	1	AT1G69850	AT1G70500	0
1153	317	ath	1	AT1G59670	AT1G60590	1
1154	318	ath	4	AT4G24130	AT4G24920	0
1155	318	ath	5	AT5G49600	AT5G50460	1
1156	319	ath	4	AT4G38140	AT4G39250	0
1157	319	ath	1	AT1G75250	AT1G76410	1
1158	320	ath	5	AT5G63580	AT5G64400	0
1159	320	ath	5	AT5G08640	AT5G09570	1
1160	321	ath	5	AT5G64020	AT5G64240	0
1161	321	ath	5	AT5G09310	AT5G09420	1
1162	321	ath	4	AT4G25110	AT4G25360	2
1163	322	ath	4	AT4G36000	AT4G37380	0
1164	322	ath	1	AT1G74400	AT1G75800	1
1165	323	ath	4	AT4G21090	AT4G21510	0
1166	323	ath	4	AT4G05010	AT4G05450	1
1167	324	ath	4	AT4G25440	AT4G25740	0
1168	324	ath	5	AT5G51980	AT5G52650	1
1169	325	ath	2	AT2G02730	AT2G03890	0
1170	325	ath	1	AT1G26270	AT1G27000	1
1171	326	ath	2	AT2G37390	AT2G38470	0
1172	326	ath	2	AT2G28620	AT2G30250	1
1173	327	ath	3	AT3G05700	AT3G05940	0
1174	327	ath	5	AT5G26740	AT5G26990	1
1175	328	ath	4	AT4G21930	AT4G22250	0
1176	328	ath	4	AT4G03965	AT4G04630	1
1177	329	ath	4	AT4G00870	AT4G01470	0
1178	329	ath	2	AT2G45960	AT2G46510	1
1179	330	ath	4	AT4G28330	AT4G29080	0
1180	330	ath	1	AT1G03730	AT1G04550	1
1181	331	ath	5	AT5G14650	AT5G15310	0
1182	331	ath	1	AT1G69560	AT1G70500	1
1183	332	ath	4	AT4G36710	AT4G37610	0
1184	332	ath	5	AT5G66920	AT5G67480	1
1185	333	ath	3	AT3G30843	AT3G42440	0
1186	333	ath	3	AT3G29410	AT3G30550	1
1187	334	ath	3	AT3G30843	AT3G31410	0
1188	334	ath	3	AT3G29470	AT3G29710	1
1189	334	ath	2	AT2G04135	AT2G04330	2
1190	335	ath	4	AT4G38140	AT4G39240	0
1191	335	ath	1	AT1G19460	AT1G20823	1
1192	336	ath	4	AT4G00660	AT4G01680	0
1193	336	ath	3	AT3G61240	AT3G61900	1
1194	337	ath	5	AT5G42790	AT5G43080	0
1195	337	ath	1	AT1G45145	AT1G47250	1
1196	338	ath	3	AT3G49330	AT3G49730	0
1197	338	ath	5	AT5G24370	AT5G24830	1
1198	339	ath	5	AT5G56060	AT5G56790	0
1199	339	ath	1	AT1G55200	AT1G55790	1
1200	340	ath	2	AT2G28590	AT2G29620	0
1201	340	ath	5	AT5G58880	AT5G59820	1
1202	341	ath	3	AT3G54980	AT3G55660	0
1203	341	ath	5	AT5G02010	AT5G02860	1
1204	342	ath	4	AT4G11140	AT4G12410	0
1205	342	ath	3	AT3G60690	AT3G61630	1
1206	343	ath	4	AT4G23130	AT4G23740	0
1207	343	ath	5	AT5G41280	AT5G41680	1
1208	344	ath	1	AT1G26580	AT1G26970	0
1209	344	ath	1	AT1G13880	AT1G14370	1
1210	345	ath	2	AT2G01290	AT2G01820	0
1211	345	ath	1	AT1G70450	AT1G71090	1
1212	346	ath	2	AT2G23060	AT2G23660	0
1213	346	ath	5	AT5G66870	AT5G67430	1
1214	347	ath	4	AT4G38590	AT4G39270	0
1215	347	ath	2	AT2G16250	AT2G16730	1
1216	348	ath	4	AT4G10960	AT4G11360	0
1217	348	ath	1	AT1G63840	AT1G64440	1
1218	349	ath	2	AT2G40290	AT2G41090	0
1219	349	ath	5	AT5G04870	AT5G05470	1
1220	350	ath	3	AT3G49680	AT3G49820	0
1221	350	ath	5	AT5G65780	AT5G65925	1
1222	351	ath	3	AT3G13430	AT3G13782	0
1223	351	ath	5	AT5G56340	AT5G56950	1
1224	352	ath	2	AT2G37930	AT2G38320	0
1225	352	ath	5	AT5G01030	AT5G01360	1
1226	353	ath	4	AT4G00355	AT4G00740	0
1227	353	ath	2	AT2G45750	AT2G45980	1
1228	354	ath	1	AT1G59890	AT1G60590	0
1229	354	ath	1	AT1G23460	AT1G24190	1
1230	355	ath	3	AT3G28450	AT3G29100	0
1231	355	ath	1	AT1G26670	AT1G27190	1
1232	356	ath	3	AT3G62290	AT3G62930	0
1233	356	ath	1	AT1G02430	AT1G03020	1
1234	357	ath	3	AT3G42110	AT3G43330	0
1235	357	ath	5	AT5G32070	AT5G35250	1
1236	358	ath	2	AT2G01340	AT2G02000	0
1237	358	ath	1	AT1G65960	AT1G66480	1
1238	359	ath	4	AT4G35650	AT4G36540	0
1239	359	ath	4	AT4G34530	AT4G35260	1
1240	360	ath	1	AT1G79620	AT1G80390	0
1241	360	ath	1	AT1G51790	AT1G52830	1
1242	361	ath	3	AT3G45930	AT3G47080	0
1243	361	ath	1	AT1G07280	AT1G07820	1
1244	362	ath	3	AT3G48740	AT3G48980	0
1245	362	ath	5	AT5G23660	AT5G23850	1
1246	363	ath	3	AT3G14790	AT3G15030	0
1247	363	ath	1	AT1G53230	AT1G53500	1
1248	364	ath	2	AT2G37390	AT2G37670	0
1249	364	ath	5	AT5G02430	AT5G02600	1
1250	365	ath	1	AT1G77840	AT1G78290	0
1251	365	ath	1	AT1G35670	AT1G36730	1
1252	366	ath	5	AT5G59690	AT5G60080	0
1253	366	ath	1	AT1G07660	AT1G07870	1
1254	367	ath	2	AT2G23050	AT2G23660	0
1255	367	ath	3	AT3G49970	AT3G50510	1
1256	368	ath	4	AT4G18425	AT4G18800	0
1257	368	ath	1	AT1G09157	AT1G09630	1
1258	369	ath	3	AT3G24670	AT3G25290	0
1259	369	ath	3	AT3G07010	AT3G07390	1
1260	370	ath	2	AT2G28740	AT2G29670	0
1261	370	ath	3	AT3G46320	AT3G47080	1
1262	371	ath	4	AT4G25090	AT4G25250	0
1263	371	ath	5	AT5G51060	AT5G51520	1
1264	372	ath	3	AT3G48230	AT3G48870	0
1265	372	ath	5	AT5G50150	AT5G50920	1
1266	373	ath	3	AT3G48730	AT3G48860	0
1267	373	ath	5	AT5G50780	AT5G50915	1
1268	373	ath	5	AT5G13130	AT5G13260	2
1269	374	ath	3	AT3G48730	AT3G48860	0
1270	374	ath	5	AT5G50780	AT5G50915	1
1271	374	ath	5	AT5G13130	AT5G13260	2
1272	374	ath	4	AT4G24970	AT4G25070	3
1273	375	ath	4	AT4G39350	AT4G40080	0
1274	375	ath	5	AT5G09870	AT5G10410	1
1275	376	ath	4	AT4G37770	AT4G38010	0
1276	376	ath	5	AT5G65570	AT5G65800	1
1277	377	ath	3	AT3G09000	AT3G09240	0
1278	377	ath	5	AT5G01040	AT5G01280	1
1279	378	ath	4	AT4G34540	AT4G34760	0
1280	378	ath	1	AT1G75280	AT1G75630	1
1281	379	ath	4	AT4G21900	AT4G22120	0
1282	379	ath	1	AT1G61890	AT1G62320	1
1283	380	ath	4	AT4G37250	AT4G37780	0
1284	380	ath	3	AT3G49690	AT3G50230	1
1285	381	ath	3	AT3G12690	AT3G13065	0
1286	381	ath	1	AT1G16440	AT1G16760	1
1287	382	ath	5	AT5G14650	AT5G15180	0
1288	382	ath	1	AT1G23460	AT1G24110	1
1289	383	ath	4	AT4G21340	AT4G21940	0
1290	383	ath	4	AT4G04695	AT4G05170	1
1291	384	ath	2	AT2G17720	AT2G18120	0
1292	384	ath	5	AT5G66060	AT5G66350	1
1293	385	ath	2	AT2G38070	AT2G38610	0
1294	385	ath	3	AT3G08620	AT3G09070	1
1295	386	ath	4	AT4G23400	AT4G24060	0
1296	386	ath	2	AT2G45960	AT2G46590	1
1297	387	ath	2	AT2G04750	AT2G05480	0
1298	387	ath	5	AT5G35700	AT5G36050	1
1299	388	ath	4	AT4G34680	AT4G35300	0
1300	388	ath	3	AT3G51080	AT3G51490	1
1301	389	ath	1	AT1G71320	AT1G72180	0
1302	389	ath	1	AT1G33530	AT1G34420	1
1303	390	ath	2	AT2G22500	AT2G23190	0
1304	390	ath	5	AT5G09470	AT5G09970	1
1305	391	ath	2	AT2G40130	AT2G40890	0
1306	391	ath	2	AT2G29970	AT2G30750	1
1307	392	ath	3	AT3G55990	AT3G56580	0
1308	392	ath	5	AT5G01600	AT5G01980	1
1309	393	ath	2	AT2G47060	AT2G47710	0
1310	393	ath	5	AT5G49050	AT5G49760	1
1311	394	ath	2	AT2G45830	AT2G46250	0
1312	394	ath	1	AT1G63420	AT1G64180	1
1313	395	ath	3	AT3G15590	AT3G16300	0
1314	395	ath	1	AT1G79780	AT1G80270	1
1315	396	ath	2	AT2G33070	AT2G33820	0
1316	396	ath	5	AT5G48180	AT5G48970	1
1317	397	ath	2	AT2G18520	AT2G19610	0
1318	397	ath	2	AT2G16520	AT2G17525	1
1319	398	ath	2	AT2G28630	AT2G28740	0
1320	398	ath	1	AT1G07720	AT1G07820	1
1321	399	ath	2	AT2G35230	AT2G35370	0
1322	399	ath	1	AT1G32470	AT1G32610	1
1323	400	ath	4	AT4G31330	AT4G31510	0
1324	400	ath	5	AT5G24790	AT5G24950	1
1325	401	ath	3	AT3G04510	AT3G04700	0
1326	401	ath	5	AT5G28490	AT5G28690	1
1327	402	ath	3	AT3G46440	AT3G46790	0
1328	402	ath	5	AT5G59290	AT5G59600	1
1329	403	ath	4	AT4G28510	AT4G28720	0
1330	403	ath	5	AT5G43890	AT5G44140	1
1331	404	ath	2	AT2G28660	AT2G28950	0
1332	404	ath	5	AT5G02260	AT5G02600	1
1333	405	ath	4	AT4G11070	AT4G11400	0
1334	405	ath	2	AT2G46040	AT2G46400	1
1335	406	ath	2	AT2G27820	AT2G28170	0
1336	406	ath	5	AT5G22630	AT5G22940	1
1337	407	ath	3	AT3G55605	AT3G55970	0
1338	407	ath	5	AT5G05600	AT5G05990	1
1339	408	ath	3	AT3G53360	AT3G53730	0
1340	408	ath	5	AT5G59600	AT5G59970	1
1341	409	ath	3	AT3G23150	AT3G23380	0
1342	409	ath	1	AT1G04310	AT1G04450	1
1343	410	ath	2	AT2G37620	AT2G38090	0
1344	410	ath	5	AT5G58900	AT5G59370	1
1345	411	ath	4	AT4G09100	AT4G09640	0
1346	411	ath	1	AT1G71900	AT1G72200	1
1347	412	ath	4	AT4G33700	AT4G33905	0
1348	412	ath	2	AT2G14520	AT2G14860	1
1349	413	ath	4	AT4G01460	AT4G01820	0
1350	413	ath	2	AT2G46770	AT2G47000	1
1351	414	ath	3	AT3G27260	AT3G27785	0
1352	414	ath	5	AT5G14270	AT5G14750	1
1353	415	ath	4	AT4G09460	AT4G09800	0
1354	415	ath	1	AT1G22640	AT1G22780	1
1355	416	ath	4	AT4G00360	AT4G00710	0
1356	416	ath	1	AT1G01600	AT1G01790	1
1357	417	ath	1	AT1G54690	AT1G55050	0
1358	417	ath	1	AT1G08880	AT1G09040	1
1359	418	ath	4	AT4G27680	AT4G27960	0
1360	418	ath	5	AT5G53090	AT5G53540	1
1361	419	ath	5	AT5G44480	AT5G45105	0
1362	419	ath	1	AT1G30620	AT1G31260	1
1363	420	ath	2	AT2G39250	AT2G39840	0
1364	420	ath	2	AT2G28550	AT2G29400	1
1365	421	ath	3	AT3G29060	AT3G29575	0
1366	421	ath	1	AT1G13740	AT1G14040	1
1367	422	ath	5	AT5G35380	AT5G35960	0
1368	422	ath	1	AT1G78940	AT1G79620	1
1369	423	ath	4	AT4G18465	AT4G18960	0
1370	423	ath	5	AT5G10140	AT5G10370	1
1371	424	ath	3	AT3G49970	AT3G50360	0
1372	424	ath	3	AT3G19850	AT3G20410	1
1373	425	ath	5	AT5G66920	AT5G67570	0
1374	425	ath	1	AT1G18140	AT1G18900	1
1375	426	ath	4	AT4G34320	AT4G35060	0
1376	426	ath	5	AT5G66110	AT5G66660	1
1377	427	ath	4	AT4G20110	AT4G20870	0
1378	427	ath	2	AT2G34770	AT2G34940	1
1379	428	ath	4	AT4G19220	AT4G20140	0
1380	428	ath	1	AT1G63430	AT1G64310	1
1381	429	ath	2	AT2G23070	AT2G23710	0
1382	429	ath	5	AT5G35792	AT5G35980	1
1383	430	ath	3	AT3G44510	AT3G45190	0
1384	430	ath	1	AT1G07990	AT1G08310	1
1385	431	ath	5	AT5G35740	AT5G36930	0
1386	431	ath	1	AT1G64760	AT1G65390	1
1387	432	ath	4	AT4G01430	AT4G01520	0
1388	432	ath	1	AT1G01010	AT1G01070	1
1389	433	ath	3	AT3G48660	AT3G48750	0
1390	433	ath	5	AT5G63500	AT5G63610	1
1391	434	ath	3	AT3G23310	AT3G23440	0
1392	434	ath	1	AT1G03920	AT1G04000	1
1393	435	ath	1	AT1G77330	AT1G77480	0
1394	435	ath	1	AT1G44090	AT1G44130	1
1395	436	ath	4	AT4G04450	AT4G04695	0
1396	436	ath	1	AT1G61950	AT1G62300	1
1397	437	ath	4	AT4G33985	AT4G34220	0
1398	437	ath	2	AT2G15300	AT2G15590	1
1399	438	ath	4	AT4G12090	AT4G12400	0
1400	438	ath	1	AT1G62740	AT1G62880	1
1401	439	ath	3	AT3G22810	AT3G23030	0
1402	439	ath	5	AT5G43700	AT5G43870	1
1403	440	ath	3	AT3G15540	AT3G15790	0
1404	440	ath	1	AT1G15340	AT1G15580	1
1405	441	ath	4	AT4G18430	AT4G18700	0
1406	441	ath	1	AT1G28550	AT1G29230	1
1407	442	ath	3	AT3G51300	AT3G51590	0
1408	442	ath	5	AT5G59150	AT5G59310	1
1409	443	ath	3	AT3G05490	AT3G05720	0
1410	443	ath	1	AT1G02690	AT1G02900	1
1411	444	ath	2	AT2G17920	AT2G18180	0
1412	444	ath	2	AT2G16380	AT2G16676	1
1413	445	ath	3	AT3G56580	AT3G56780	0
1414	445	ath	3	AT3G10750	AT3G10815	1
1415	446	ath	5	AT5G15080	AT5G15310	0
1416	446	ath	1	AT1G74490	AT1G74650	1
1417	447	ath	2	AT2G47160	AT2G47350	0
1418	447	ath	3	AT3G06450	AT3G06660	1
1419	448	ath	2	AT2G10350	AT2G11345	0
1420	448	ath	5	AT5G36020	AT5G36840	1
1421	449	ath	1	AT1G72340	AT1G72700	0
1422	449	ath	1	AT1G53880	AT1G54280	1
1423	450	ath	3	AT3G42100	AT3G42530	0
1424	450	ath	5	AT5G28780	AT5G28990	1
1425	451	ath	2	AT2G14440	AT2G14780	0
1426	451	ath	2	AT2G05480	AT2G05940	1
1427	452	ath	2	AT2G16720	AT2G17050	0
1428	452	ath	1	AT1G65850	AT1G66230	1
1429	453	ath	1	AT1G73400	AT1G73780	0
1430	453	ath	1	AT1G66345	AT1G66850	1
1431	454	ath	1	AT1G25360	AT1G26130	0
1432	454	ath	1	AT1G13210	AT1G13410	1
1433	455	ath	4	AT4G35100	AT4G35480	0
1434	455	ath	2	AT2G34000	AT2G34390	1
1435	456	ath	3	AT3G02010	AT3G02310	0
1436	456	ath	1	AT1G69120	AT1G69350	1
1437	457	ath	2	AT2G21190	AT2G21650	0
1438	457	ath	1	AT1G75250	AT1G75760	1
1439	458	ath	4	AT4G26830	AT4G27320	0
1440	458	ath	1	AT1G11360	AT1G11820	1
1441	459	ath	3	AT3G48740	AT3G49220	0
1442	459	ath	3	AT3G16690	AT3G17060	1
1443	460	ath	2	AT2G17410	AT2G17680	0
1444	460	ath	1	AT1G20520	AT1G20910	1
1445	461	ath	4	AT4G13770	AT4G14170	0
1446	461	ath	1	AT1G74110	AT1G74600	1
1447	462	ath	4	AT4G13540	AT4G13710	0
1448	462	ath	3	AT3G23930	AT3G24230	1
1449	463	ath	3	AT3G24670	AT3G25220	0
1450	463	ath	5	AT5G48570	AT5G48900	1
1451	464	ath	3	AT3G18710	AT3G19184	0
1452	464	ath	5	AT5G42340	AT5G42700	1
1453	465	ath	4	AT4G37800	AT4G38300	0
1454	465	ath	1	AT1G10050	AT1G10550	1
1455	466	ath	2	AT2G29760	AT2G30210	0
1456	466	ath	1	AT1G17630	AT1G18140	1
1457	467	ath	4	AT4G27680	AT4G28110	0
1458	467	ath	5	AT5G52600	AT5G53170	1
1459	468	ath	3	AT3G49690	AT3G50060	0
1460	468	ath	1	AT1G74080	AT1G74650	1
1461	469	ath	3	AT3G45920	AT3G46760	0
1462	469	ath	5	AT5G59616	AT5G60270	1
1463	470	ath	4	AT4G26050	AT4G26230	0
1464	470	ath	2	AT2G19330	AT2G19740	1
1465	471	ath	5	AT5G52320	AT5G52870	0
1466	471	ath	1	AT1G63710	AT1G64080	1
1467	472	ath	4	AT4G17460	AT4G18010	0
1468	472	ath	5	AT5G65090	AT5G65310	1
1469	473	ath	4	AT4G37220	AT4G37240	0
1470	473	ath	3	AT3G50800	AT3G50830	1
1471	474	ath	2	AT2G05860	AT2G05890	0
1472	474	ath	5	AT5G35250	AT5G35280	1
1473	475	ath	2	AT2G24900	AT2G24920	0
1474	475	ath	3	AT3G30470	AT3G30500	1
1475	476	ath	4	AT4G20780	AT4G20900	0
1476	476	ath	5	AT5G44330	AT5G44460	1
1477	477	ath	3	AT3G52880	AT3G52930	0
1478	477	ath	5	AT5G03630	AT5G03690	1
1479	478	ath	3	AT3G63250	AT3G63350	0
1480	478	ath	3	AT3G22740	AT3G22830	1
1481	479	ath	1	AT1G59650	AT1G59720	0
1482	479	ath	1	AT1G10330	AT1G10410	1
1483	480	ath	4	AT4G16100	AT4G16143	0
1484	480	ath	5	AT5G49220	AT5G49310	1
1485	481	ath	5	AT5G58930	AT5G59020	0
1486	481	ath	5	AT5G01030	AT5G01170	1
1487	482	ath	4	AT4G05280	AT4G05430	0
1488	482	ath	5	AT5G35646	AT5G35740	1
1489	483	ath	4	AT4G03930	AT4G03977	0
1490	483	ath	1	AT1G44850	AT1G44980	1
1491	484	ath	4	AT4G17660	AT4G17750	0
1492	484	ath	5	AT5G16820	AT5G16900	1
1493	485	ath	4	AT4G27890	AT4G28000	0
1494	485	ath	5	AT5G53400	AT5G53540	1
1495	486	ath	4	AT4G26340	AT4G26510	0
1496	486	ath	1	AT1G55660	AT1G55810	1
1497	487	ath	4	AT4G18340	AT4G18390	0
1498	487	ath	1	AT1G30080	AT1G30210	1
1499	488	ath	2	AT2G35960	AT2G36100	0
1500	488	ath	5	AT5G06200	AT5G06330	1
1501	489	ath	2	AT2G46310	AT2G46430	0
1502	489	ath	5	AT5G53130	AT5G53290	1
1503	490	ath	2	AT2G38170	AT2G38250	0
1504	490	ath	5	AT5G01380	AT5G01490	1
1505	491	ath	4	AT4G21960	AT4G22130	0
1506	491	ath	5	AT5G15080	AT5G15180	1
1507	492	ath	4	AT4G00900	AT4G01060	0
1508	492	ath	5	AT5G53010	AT5G53200	1
1509	493	ath	4	AT4G17350	AT4G17520	0
1510	493	ath	4	AT4G16670	AT4G16830	1
1511	494	ath	3	AT3G53380	AT3G53450	0
1512	494	ath	5	AT5G03140	AT5G03270	1
1513	495	ath	4	AT4G24530	AT4G24660	0
1514	495	ath	5	AT5G65410	AT5G65470	1
1515	496	ath	2	AT2G35960	AT2G36160	0
1516	496	ath	3	AT3G11510	AT3G11660	1
1517	497	ath	2	AT2G35615	AT2G35640	0
1518	497	ath	1	AT1G31310	AT1G31450	1
1519	498	ath	5	AT5G61320	AT5G61480	0
1520	498	ath	1	AT1G74360	AT1G74540	1
1521	499	ath	2	AT2G14130	AT2G14450	0
1522	499	ath	3	AT3G30440	AT3G30550	1
1523	500	ath	5	AT5G19360	AT5G19520	0
1524	500	ath	5	AT5G12080	AT5G12180	1
1525	501	ath	5	AT5G26700	AT5G26770	0
1526	501	ath	1	AT1G09470	AT1G09560	1
1527	502	ath	4	AT4G01595	AT4G01780	0
1528	502	ath	4	AT4G01180	AT4G01370	1
1529	503	ath	3	AT3G22650	AT3G22930	0
1530	503	ath	1	AT1G32250	AT1G32430	1
1531	504	ath	4	AT4G07440	AT4G07944	0
1532	504	ath	5	AT5G33410	AT5G35020	1
1533	505	ath	4	AT4G27190	AT4G27450	0
1534	505	ath	3	AT3G15450	AT3G15700	1
1535	506	ath	4	AT4G17460	AT4G17670	0
1536	506	ath	2	AT2G44670	AT2G44910	1
1537	507	ath	4	AT4G31880	AT4G32030	0
1538	507	ath	1	AT1G80610	AT1G80810	1
1539	508	ath	3	AT3G30250	AT3G30450	0
1540	508	ath	5	AT5G34895	AT5G34970	1
1541	509	ath	4	AT4G21160	AT4G21440	0
1542	509	ath	1	AT1G70790	AT1G71030	1
1543	510	ath	3	AT3G53170	AT3G53240	0
1544	510	ath	5	AT5G40170	AT5G40400	1
1545	511	ath	2	AT2G46930	AT2G47220	0
1546	511	ath	1	AT1G09320	AT1G09550	1
1547	512	ath	3	AT3G31406	AT3G32270	0
1548	512	ath	5	AT5G35792	AT5G36050	1
1549	513	ath	2	AT2G05647	AT2G05890	0
1550	513	ath	3	AT3G42400	AT3G42680	1
1551	514	ath	2	AT2G42980	AT2G43140	0
1552	514	ath	1	AT1G05805	AT1G05840	1
1553	515	ath	2	AT2G10460	AT2G11360	0
1554	515	ath	2	AT2G05480	AT2G05890	1
1555	516	ath	5	AT5G50780	AT5G50990	0
1556	516	ath	5	AT5G13130	AT5G13230	1
1557	517	ath	3	AT3G49110	AT3G49350	0
1558	517	ath	5	AT5G41940	AT5G42180	1
1559	518	ath	2	AT2G21400	AT2G21650	0
1560	518	ath	1	AT1G19510	AT1G19790	1
1561	519	ath	4	AT4G27190	AT4G27435	0
1562	519	ath	1	AT1G61065	AT1G61180	1
1563	520	ath	4	AT4G04110	AT4G04450	0
1564	520	ath	1	AT1G69310	AT1G69550	1
1565	521	ath	2	AT2G22920	AT2G23200	0
1566	521	ath	3	AT3G01840	AT3G02110	1
1567	522	ath	1	AT1G35730	AT1G36060	0
1568	522	ath	1	AT1G22190	AT1G22240	1
1569	523	ath	4	AT4G31230	AT4G31450	0
1570	523	ath	5	AT5G10520	AT5G10650	1
1571	524	ath	3	AT3G30190	AT3G30500	0
1572	524	ath	5	AT5G34838	AT5G35040	1
1573	525	ath	3	AT3G18773	AT3G18900	0
1574	525	ath	5	AT5G47380	AT5G47610	1
1575	526	ath	2	AT2G33230	AT2G33460	0
1576	526	ath	1	AT1G03982	AT1G04180	1
1577	527	ath	1	AT1G04440	AT1G04610	0
1578	527	ath	1	AT1G03930	AT1G04180	1
1579	528	ath	5	AT5G58150	AT5G58440	0
1580	528	ath	5	AT5G06870	AT5G07120	1
1581	529	ath	3	AT3G55730	AT3G55970	0
1582	529	ath	5	AT5G58660	AT5G58850	1
1583	530	ath	3	AT3G49510	AT3G49790	0
1584	530	ath	1	AT1G59510	AT1G59630	1
1585	531	ath	2	AT2G14130	AT2G14450	0
1586	531	ath	3	AT3G32900	AT3G42110	1
1587	532	ath	5	AT5G59600	AT5G59920	0
1588	532	ath	5	AT5G42280	AT5G42450	1
1589	533	ath	3	AT3G08720	AT3G09060	0
1590	533	ath	1	AT1G53330	AT1G53700	1
1591	534	ath	5	AT5G28930	AT5G32410	0
1592	534	ath	1	AT1G40115	AT1G42460	1
1593	535	ath	4	AT4G21170	AT4G21440	0
1594	535	ath	5	AT5G67300	AT5G67570	1
1595	536	ath	4	AT4G11140	AT4G11350	0
1596	536	ath	1	AT1G01250	AT1G01570	1
1597	537	ath	3	AT3G25060	AT3G25460	0
1598	537	ath	3	AT3G22350	AT3G22690	1
1599	538	ath	1	AT1G66345	AT1G66760	0
1600	538	ath	1	AT1G11670	AT1G11900	1
1601	539	ath	5	AT5G64700	AT5G64990	0
1602	539	ath	1	AT1G09380	AT1G09630	1
1603	540	ath	4	AT4G18430	AT4G18710	0
1604	540	ath	1	AT1G01200	AT1G01560	1
1605	541	ath	3	AT3G51990	AT3G52340	0
1606	541	ath	1	AT1G51420	AT1G51790	1
1607	542	ath	4	AT4G18750	AT4G18980	0
1608	542	ath	1	AT1G29640	AT1G29710	1
1609	543	ath	3	AT3G04010	AT3G04150	0
1610	543	ath	1	AT1G18650	AT1G18970	1
1611	544	ath	2	AT2G40230	AT2G40470	0
1612	544	ath	2	AT2G23510	AT2G23660	1
1613	545	ath	4	AT4G27880	AT4G28010	0
1614	545	ath	3	AT3G61520	AT3G61790	1
1615	546	ath	3	AT3G61035	AT3G61360	0
1616	546	ath	3	AT3G52970	AT3G53170	1
1617	547	ath	4	AT4G39480	AT4G39890	0
1618	547	ath	2	AT2G44610	AT2G44890	1
1619	548	ath	2	AT2G22070	AT2G22290	0
1620	548	ath	5	AT5G09950	AT5G10260	1
1621	549	ath	2	AT2G16720	AT2G17220	0
1622	549	ath	1	AT1G05700	AT1G06180	1
1623	550	ath	2	AT2G03880	AT2G04350	0
1624	550	ath	3	AT3G23330	AT3G23790	1
1625	551	ath	5	AT5G62080	AT5G62170	0
1626	551	ath	5	AT5G51850	AT5G52160	1
1627	552	ath	4	AT4G10010	AT4G10510	0
1628	552	ath	1	AT1G66210	AT1G66750	1
1629	553	ath	5	AT5G67300	AT5G67570	0
1630	553	ath	1	AT1G74080	AT1G74580	1
1631	554	ath	3	AT3G13750	AT3G14020	0
1632	554	ath	1	AT1G72830	AT1G72990	1
1633	555	ath	3	AT3G22690	AT3G23250	0
1634	555	ath	1	AT1G63910	AT1G64310	1
1635	556	ath	5	AT5G37080	AT5G37110	0
1636	556	ath	1	AT1G35920	AT1G35940	1
1637	557	ath	5	AT5G35646	AT5G35655	0
1638	557	ath	1	AT1G34710	AT1G34730	1
1639	558	ath	5	AT5G35646	AT5G35655	0
1640	558	ath	1	AT1G27780	AT1G27810	1
1641	559	ath	5	AT5G28970	AT5G28990	0
1642	559	ath	1	AT1G44850	AT1G44880	1
1643	560	ath	4	AT4G19280	AT4G19310	0
1644	560	ath	5	AT5G28970	AT5G28990	1
1645	561	ath	4	AT4G05570	AT4G05581	0
1646	561	ath	5	AT5G36020	AT5G36050	1
1647	562	ath	4	AT4G03970	AT4G03977	0
1648	562	ath	5	AT5G36020	AT5G36050	1
1649	563	ath	4	AT4G05570	AT4G05581	0
