id	multiplicon	genome	list	first	last	order
17225	3676	ptr	LG_XIX	PT19G02850	PT19G03360	0
17226	3676	vvi	chr8	VV08G16620	VV08G17070	1
17227	3677	ptr	scaffold_131	PT00G21040	PT00G21615	0
17228	3677	vvi	chr14	VV14G00050	VV14G01170	1
17229	3678	ptr	LG_XVIII	PT18G09370	PT18G10240	0
17230	3678	vvi	chrUn_random	VV00G09455	VV00G09910	1
17231	3679	ptr	LG_IX	PT09G00510	PT09G01040	0
17232	3679	vvi	chrUn_random	VV00G44725	VV00G45215	1
17233	3680	vvi	chr8	VV08G17620	VV08G18640	0
17234	3680	ptr	LG_VI	PT06G03880	PT06G04520	1
17235	3681	vvi	chr16_random	VV00G60940	VV00G61405	0
17236	3681	ptr	LG_XII	PT12G11650	PT12G12130	1
17237	3682	ptr	LG_VI	PT06G06890	PT06G08460	0
17238	3682	ptr	LG_X	PT10G16970	PT10G18380	1
17239	3683	ptr	LG_III	PT03G08000	PT03G09270	0
17240	3683	ath	1	AT1G12090	AT1G12800	1
17241	3684	vvi	chr10	VV10G00630	VV10G02260	0
17242	3684	ath	4	AT4G18430	AT4G18970	1
17243	3685	ptr	LG_XV	PT15G06060	PT15G08030	0
17244	3685	vvi	chr14	VV14G10710	VV14G13060	1
17245	3686	ptr	scaffold_41	PT00G05875	PT00G06630	0
17246	3686	ath	1	AT1G71450	AT1G72190	1
17247	3687	ath	3	AT3G06490	AT3G08570	0
17248	3687	ath	5	AT5G47800	AT5G49620	1
17249	3688	ath	3	AT3G07080	AT3G07270	0
17250	3688	ath	5	AT5G48630	AT5G48820	1
17251	3688	ptr	LG_II	PT02G24760	PT02G25260	2
17252	3689	ath	3	AT3G07080	AT3G07230	0
17253	3689	ath	5	AT5G48655	AT5G48820	1
17254	3689	ptr	LG_II	PT02G24760	PT02G25200	2
17255	3689	ptr	LG_XIV	PT14G12930	PT14G13110	3
17256	3690	ath	3	AT3G07110	AT3G07130	0
17257	3690	ath	5	AT5G48700	AT5G48760	1
17258	3690	ptr	LG_II	PT02G24810	PT02G25010	2
17259	3690	ath	4	AT4G13080	AT4G13170	3
17260	3691	ath	3	AT3G06985	AT3G07490	0
17261	3691	ath	5	AT5G48460	AT5G48930	1
17262	3691	ptr	LG_II	PT02G24780	PT02G25690	2
17263	3692	ath	3	AT3G07480	AT3G07570	0
17264	3692	ath	5	AT5G48340	AT5G48480	1
17265	3692	ptr	LG_XIV	PT14G11850	PT14G12190	2
17266	3693	ath	3	AT3G07490	AT3G07550	0
17267	3693	ath	5	AT5G48340	AT5G48470	1
17268	3693	ptr	LG_XIV	PT14G11880	PT14G12180	2
17269	3693	ath	3	AT3G25440	AT3G25520	3
17270	3694	ptr	LG_XIV	PT14G03860	PT14G05330	0
17271	3694	ath	1	AT1G01010	AT1G01460	1
17272	3695	vvi	chr5	VV05G04970	VV05G06930	0
17273	3695	ptr	LG_V	PT05G11820	PT05G12870	1
17274	3696	ptr	LG_II	PT02G18290	PT02G19840	0
17275	3696	ath	3	AT3G62080	AT3G62680	1
17276	3697	ptr	LG_IV	PT04G11370	PT04G12740	0
17277	3697	vvi	chr18	VV18G10750	VV18G12790	1
17278	3698	vvi	chr2	VV02G03150	VV02G05940	0
17279	3698	ptr	LG_XIV	PT14G00850	PT14G03330	1
17280	3699	vvi	chr17	VV17G00050	VV17G01830	0
17281	3699	vvi	chr14	VV14G10250	VV14G12650	1
17282	3700	ptr	LG_XIII	PT13G00060	PT13G01780	0
17283	3700	ptr	LG_XIV	PT14G05570	PT14G07740	1
17284	3701	ptr	LG_IX	PT09G03560	PT09G05400	0
17285	3701	ath	4	AT4G34430	AT4G34980	1
17286	3702	vvi	chr9	VV09G00020	VV09G01880	0
17287	3702	ath	1	AT1G72180	AT1G72990	1
17288	3703	vvi	chr6	VV06G07940	VV06G08630	0
17289	3703	ptr	LG_I	PT01G18810	PT01G19260	1
17290	3704	vvi	chr5	VV05G00010	VV05G01030	0
17291	3704	ptr	LG_X	PT10G00400	PT10G01270	1
17292	3705	vvi	chr17	VV17G08200	VV17G08970	0
17293	3705	ptr	LG_XII	PT12G06630	PT12G07150	1
17294	3706	ptr	LG_XIV	PT14G01170	PT14G01950	0
17295	3706	ath	2	AT2G45190	AT2G45670	1
17296	3707	ptr	scaffold_107	PT00G15730	PT00G16160	0
17297	3707	ath	3	AT3G15170	AT3G15534	1
17298	3708	vvi	chr18	VV18G13150	VV18G14240	0
17299	3708	ptr	LG_II	PT02G06750	PT02G07380	1
17300	3709	ptr	LG_X	PT10G09250	PT10G10120	0
17301	3709	ath	1	AT1G70650	AT1G71150	1
17302	3710	vvi	chr6	VV06G05600	VV06G07160	0
17303	3710	vvi	chr8	VV08G09660	VV08G11160	1
17304	3711	ptr	LG_VIII	PT08G18090	PT08G19090	0
17305	3711	ath	5	AT5G18680	AT5G19310	1
17306	3712	ptr	LG_XVI	PT16G03680	PT16G04760	0
17307	3712	ath	3	AT3G57370	AT3G58020	1
17308	3713	ptr	LG_XIII	PT13G07320	PT13G08450	0
17309	3713	ath	5	AT5G54500	AT5G54930	1
17310	3714	ptr	LG_V	PT05G08560	PT05G09680	0
17311	3714	ath	1	AT1G21380	AT1G21920	1
17312	3715	vvi	chr7	VV07G04060	VV07G05630	0
17313	3715	vvi	chr5	VV05G00090	VV05G01930	1
17314	3716	ptr	scaffold_70	PT00G12165	PT00G12930	0
17315	3716	ath	3	AT3G04690	AT3G05360	1
17316	3717	ptr	LG_V	PT05G13630	PT05G14870	0
17317	3717	ath	1	AT1G75230	AT1G75760	1
17318	3718	ptr	LG_III	PT03G02490	PT03G03850	0
17319	3718	ath	1	AT1G79730	AT1G80410	1
17320	3719	ptr	LG_X	PT10G13840	PT10G15160	0
17321	3719	ath	1	AT1G13630	AT1G14260	1
17322	3720	ptr	LG_V	PT05G11770	PT05G13610	0
17323	3720	ptr	LG_VIII	PT08G13950	PT08G15480	1
17324	3721	vvi	chr7	VV07G04280	VV07G06250	0
17325	3721	vvi	chr14	VV14G00270	VV14G02110	1
17326	3722	vvi	chr4	VV04G12610	VV04G14120	0
17327	3722	ath	2	AT2G17550	AT2G18080	1
17328	3723	ptr	LG_IV	PT04G05450	PT04G07320	0
17329	3723	ath	5	AT5G37130	AT5G38470	1
17330	3724	ptr	LG_IV	PT04G06880	PT04G07310	0
17331	3724	ath	5	AT5G37170	AT5G37600	1
17332	3724	ath	1	AT1G65880	AT1G66200	2
17333	3725	ptr	LG_IV	PT04G05750	PT04G05820	0
17334	3725	ath	5	AT5G38200	AT5G38240	1
17335	3725	ptr	scaffold_293	PT00G36280	PT00G36315	2
17336	3726	ptr	LG_IV	PT04G06480	PT04G06630	0
17337	3726	ath	5	AT5G37770	AT5G37840	1
17338	3726	ptr	LG_XIX	PT19G00730	PT19G00880	2
17339	3727	ptr	LG_VII	PT07G08060	PT07G09730	0
17340	3727	ath	4	AT4G36880	AT4G37280	1
17341	3728	ptr	LG_XVIII	PT18G09000	PT18G11150	0
17342	3728	vvi	chr4	VV04G05650	VV04G06840	1
17343	3729	ptr	LG_XIV	PT14G05990	PT14G07860	0
17344	3729	ath	1	AT1G02370	AT1G03020	1
17345	3730	ptr	LG_IX	PT09G03210	PT09G05540	0
17346	3730	ath	2	AT2G16120	AT2G16850	1
17347	3731	vvi	chr9	VV09G00020	VV09G00630	0
17348	3731	ptr	LG_III	PT03G04070	PT03G04580	1
17349	3732	ptr	LG_XIX	PT19G01520	PT19G02260	0
17350	3732	ptr	LG_XIII	PT13G04190	PT13G04710	1
17351	3733	vvi	chr11	VV11G05510	VV11G06270	0
17352	3733	ptr	LG_XVIII	PT18G10570	PT18G11170	1
17353	3734	vvi	chr18_random	VV00G62645	VV00G63005	0
17354	3734	ptr	LG_II	PT02G06140	PT02G06610	1
17355	3735	ptr	LG_VIII	PT08G10580	PT08G11450	0
17356	3735	ath	1	AT1G68380	AT1G68840	1
17357	3736	ptr	LG_XIV	PT14G03410	PT14G04340	0
17358	3736	ath	4	AT4G01000	AT4G01370	1
17359	3737	vvi	chr19	VV19G00390	VV19G01600	0
17360	3737	ptr	LG_XI	PT11G07350	PT11G07970	1
17361	3738	ptr	LG_II	PT02G24660	PT02G25620	0
17362	3738	ath	3	AT3G07050	AT3G07440	1
17363	3739	vvi	chr15	VV15G02200	VV15G03240	0
17364	3739	ath	2	AT2G45030	AT2G45460	1
17365	3740	ptr	LG_VII	PT07G08090	PT07G09300	0
17366	3740	ath	5	AT5G66800	AT5G67300	1
17367	3741	ptr	LG_I	PT01G14650	PT01G15870	0
17368	3741	ath	5	AT5G58480	AT5G59260	1
17369	3742	ptr	LG_IX	PT09G06550	PT09G07720	0
17370	3742	ath	4	AT4G33865	AT4G34290	1
17371	3743	vvi	chr6	VV06G05550	VV06G07400	0
17372	3743	ptr	LG_X	PT10G17220	PT10G18510	1
17373	3744	ptr	LG_XVI	PT16G10900	PT16G12470	0
17374	3744	ath	5	AT5G01590	AT5G01950	1
17375	3745	vvi	chr4	VV04G11250	VV04G13140	0
17376	3745	ptr	LG_II	PT02G01990	PT02G03360	1
17377	3746	ptr	LG_VI	PT06G06510	PT06G08450	0
17378	3746	ptr	LG_I	PT01G14930	PT01G16480	1
17379	3747	vvi	chr3	VV03G06210	VV03G08110	0
17380	3747	ath	2	AT2G14680	AT2G15980	1
17381	3748	ptr	scaffold_57	PT00G08115	PT00G08955	0
17382	3748	ath	5	AT5G66040	AT5G66770	1
17383	3749	vvi	chr6	VV06G06920	VV06G08810	0
17384	3749	ath	1	AT1G06960	AT1G07380	1
17385	3750	vvi	chr3	VV03G07590	VV03G08180	0
17386	3750	ptr	LG_IX	PT09G07560	PT09G08080	1
17387	3751	vvi	chr9	VV09G00710	VV09G01360	0
17388	3751	ptr	LG_III	PT03G01930	PT03G02460	1
17389	3752	vvi	chr6	VV06G01720	VV06G02450	0
17390	3752	ptr	LG_I	PT01G03350	PT01G03750	1
17391	3753	ptr	LG_VIII	PT08G18270	PT08G18920	0
17392	3753	ptr	LG_X	PT10G01590	PT10G02290	1
17393	3754	ptr	LG_III	PT03G00460	PT03G01180	0
17394	3754	ptr	LG_I	PT01G11900	PT01G12500	1
17395	3755	ptr	LG_III	PT03G00580	PT03G00860	0
17396	3755	ptr	LG_I	PT01G12020	PT01G12220	1
17397	3755	vvi	chr12	VV12G11580	VV12G12140	2
17398	3756	ptr	LG_III	PT03G00570	PT03G00710	0
17399	3756	ptr	LG_I	PT01G12010	PT01G12130	1
17400	3756	vvi	chr12	VV12G12000	VV12G12210	2
17401	3757	vvi	chr3	VV03G07590	VV03G08270	0
17402	3757	ptr	LG_I	PT01G24630	PT01G25130	1
17403	3758	vvi	chr1	VV01G06990	VV01G07790	0
17404	3758	ptr	LG_X	PT10G04650	PT10G05140	1
17405	3759	vvi	chr14	VV14G16160	VV14G17200	0
17406	3759	ptr	LG_X	PT10G14180	PT10G15170	1
17407	3760	vvi	chr14	VV14G16580	VV14G16650	0
17408	3760	ptr	LG_X	PT10G14840	PT10G14980	1
17409	3760	vvi	chr1_random	VV00G52245	VV00G52360	2
17410	3761	ptr	LG_VIII	PT08G11720	PT08G12510	0
17411	3761	ath	1	AT1G70660	AT1G71150	1
17412	3762	vvi	chr8	VV08G17640	VV08G18510	0
17413	3762	ath	2	AT2G41530	AT2G41900	1
17414	3763	ath	4	AT4G36770	AT4G37900	0
17415	3763	ath	2	AT2G22660	AT2G23680	1
17416	3764	ptr	LG_XI	PT11G07900	PT11G09130	0
17417	3764	ath	3	AT3G14950	AT3G15534	1
17418	3765	ptr	LG_IV	PT04G05370	PT04G06530	0
17419	3765	ath	1	AT1G66350	AT1G67140	1
17420	3766	ptr	LG_IV	PT04G06100	PT04G06270	0
17421	3766	ath	1	AT1G66610	AT1G66690	1
17422	3766	ptr	scaffold_328	PT00G37070	PT00G37095	2
17423	3767	ptr	LG_VII	PT07G10160	PT07G11430	0
17424	3767	ath	3	AT3G50650	AT3G51150	1
17425	3768	vvi	chr1	VV01G08510	VV01G09650	0
17426	3768	ath	1	AT1G69780	AT1G70230	1
17427	3769	ath	3	AT3G25610	AT3G26810	0
17428	3769	ath	1	AT1G12820	AT1G13460	1
17429	3770	vvi	chr14	VV14G07320	VV14G09210	0
17430	3770	ptr	LG_X	PT10G10270	PT10G12190	1
17431	3771	vvi	chr14	VV14G08980	VV14G09210	0
17432	3771	ptr	LG_X	PT10G11960	PT10G12190	1
17433	3771	ath	5	AT5G38800	AT5G38860	2
17434	3772	vvi	chr14	VV14G07420	VV14G07620	0
17435	3772	ptr	LG_X	PT10G10410	PT10G10610	1
17436	3772	vvi	chr6	VV06G13290	VV06G13470	2
17437	3773	ptr	LG_XIV	PT14G05620	PT14G07590	0
17438	3773	vvi	chr14	VV14G00270	VV14G02430	1
17439	3774	vvi	chr7	VV07G11670	VV07G13080	0
17440	3774	ath	4	AT4G39250	AT4G39830	1
17441	3775	ptr	LG_IX	PT09G05270	PT09G06840	0
17442	3775	ath	1	AT1G49270	AT1G49780	1
17443	3776	vvi	chr18	VV18G09990	VV18G11560	0
17444	3776	ath	1	AT1G74970	AT1G75450	1
17445	3777	vvi	chr14	VV14G11770	VV14G14140	0
17446	3777	ptr	LG_X	PT10G04000	PT10G05700	1
17447	3778	vvi	chr7	VV07G03060	VV07G05180	0
17448	3778	ath	1	AT1G02560	AT1G03020	1
17449	3779	ptr	LG_XIII	PT13G05120	PT13G05570	0
17450	3779	vvi	chr8	VV08G16620	VV08G17000	1
17451	3780	ptr	LG_XI	PT11G11520	PT11G12170	0
17452	3780	vvi	chr2	VV02G02750	VV02G03350	1
17453	3781	vvi	chr1_random	VV00G53535	VV00G53780	0
17454	3781	ptr	LG_I	PT01G04600	PT01G05000	1
17455	3782	ptr	LG_XVI	PT16G12530	PT16G12930	0
17456	3782	vvi	chr8	VV08G00070	VV08G00590	1
17457	3783	ptr	LG_XVI	PT16G12550	PT16G12740	0
17458	3783	vvi	chr8	VV08G00290	VV08G00580	1
17459	3783	ptr	scaffold_28	PT00G01670	PT00G01740	2
17460	3784	ptr	LG_XVI	PT16G12860	PT16G12900	0
17461	3784	vvi	chr8	VV08G00120	VV08G00170	1
17462	3784	ath	5	AT5G01010	AT5G01020	2
17463	3785	vvi	chr3	VV03G03400	VV03G04030	0
17464	3785	ptr	LG_IX	PT09G00010	PT09G00480	1
17465	3786	vvi	chr11	VV11G01410	VV11G02070	0
17466	3786	ptr	LG_VI	PT06G09420	PT06G09820	1
17467	3787	ptr	LG_XVIII	PT18G00740	PT18G01400	0
17468	3787	ptr	LG_VI	PT06G15520	PT06G16330	1
17469	3788	vvi	chr11	VV11G05440	VV11G06270	0
17470	3788	ptr	LG_VI	PT06G04860	PT06G05350	1
17471	3789	ptr	scaffold_66	PT00G10305	PT00G10550	0
17472	3789	vvi	chr6	VV06G16880	VV06G17680	1
17473	3790	ptr	scaffold_147	PT00G24905	PT00G25355	0
17474	3790	ath	4	AT4G31130	AT4G31590	1
17475	3791	vvi	chr8	VV08G09430	VV08G10730	0
17476	3791	ptr	LG_VIII	PT08G04760	PT08G05640	1
17477	3792	vvi	chr17	VV17G05730	VV17G06940	0
17478	3792	ptr	LG_XII	PT12G05960	PT12G06620	1
17479	3793	vvi	chr2	VV02G07610	VV02G08530	0
17480	3793	ptr	LG_III	PT03G06250	PT03G06690	1
17481	3794	ptr	LG_III	PT03G02680	PT03G03950	0
17482	3794	ath	3	AT3G15550	AT3G16500	1
17483	3795	ath	5	AT5G36950	AT5G38690	0
17484	3795	ath	1	AT1G65630	AT1G67270	1
17485	3796	ptr	LG_VIII	PT08G07960	PT08G09020	0
17486	3796	ath	1	AT1G26310	AT1G26820	1
17487	3797	ptr	LG_XV	PT15G02730	PT15G03960	0
17488	3797	ath	3	AT3G17830	AT3G18370	1
17489	3798	vvi	chr2	VV02G00020	VV02G01390	0
17490	3798	ath	5	AT5G41340	AT5G41880	1
17491	3799	ptr	scaffold_40	PT00G04555	PT00G05615	0
17492	3799	ptr	LG_IX	PT09G05570	PT09G07490	1
17493	3800	ptr	LG_IX	PT09G04100	PT09G05350	0
17494	3800	vvi	chr18	VV18G10750	VV18G12410	1
17495	3801	vvi	chr6	VV06G03920	VV06G05350	0
17496	3801	ath	3	AT3G45460	AT3G46550	1
17497	3802	vvi	chr3	VV03G05760	VV03G07360	0
17498	3802	ath	3	AT3G18960	AT3G19490	1
17499	3803	vvi	chr7	VV07G05070	VV07G06430	0
17500	3803	ath	4	AT4G01650	AT4G02060	1
17501	3804	vvi	chr11	VV11G01730	VV11G03030	0
17502	3804	ath	5	AT5G56580	AT5G57050	1
17503	3805	ptr	LG_VII	PT07G07990	PT07G09390	0
17504	3805	ath	3	AT3G50050	AT3G50640	1
17505	3806	vvi	chr15_random	VV00G59675	VV00G60385	0
17506	3806	ath	4	AT4G00960	AT4G01370	1
17507	3807	ptr	LG_V	PT05G12010	PT05G13610	0
17508	3807	ath	3	AT3G22550	AT3G23380	1
17509	3808	vvi	chr1	VV01G07650	VV01G09660	0
17510	3808	vvi	chr14	VV14G14050	VV14G15650	1
17511	3809	ptr	LG_II	PT02G07990	PT02G09670	0
17512	3809	ath	4	AT4G08230	AT4G09100	1
17513	3810	ptr	LG_XIII	PT13G00030	PT13G01920	0
17514	3810	ath	1	AT1G08590	AT1G09570	1
17515	3811	vvi	chr7	VV07G01140	VV07G02820	0
17516	3811	ath	1	AT1G03070	AT1G03457	1
17517	3812	vvi	chr10	VV10G00380	VV10G02260	0
17518	3812	ath	5	AT5G45670	AT5G46110	1
17519	3813	vvi	chr18	VV18G06020	VV18G06620	0
17520	3813	ptr	LG_II	PT02G10160	PT02G10660	1
17521	3814	ptr	scaffold_150	PT00G25860	PT00G26180	0
17522	3814	ptr	scaffold_86	PT00G13830	PT00G14150	1
17523	3815	vvi	chr8	VV08G17450	VV08G18220	0
17524	3815	ptr	LG_VI	PT06G04090	PT06G04770	1
17525	3816	ptr	LG_IV	PT04G05360	PT04G05830	0
17526	3816	vvi	chr14	VV14G07520	VV14G08160	1
17527	3817	vvi	chr17	VV17G08960	VV17G09670	0
17528	3817	ptr	LG_XII	PT12G07130	PT12G07530	1
17529	3818	ptr	LG_XIX	PT19G02850	PT19G03830	0
17530	3818	ath	3	AT3G03660	AT3G04090	1
17531	3819	ptr	scaffold_70	PT00G11735	PT00G12295	0
17532	3819	ath	3	AT3G04420	AT3G05090	1
17533	3820	vvi	chr7	VV07G04170	VV07G05080	0
17534	3820	ath	4	AT4G02030	AT4G02405	1
17535	3821	vvi	chr8	VV08G07510	VV08G09050	0
17536	3821	ptr	LG_VIII	PT08G03020	PT08G04540	1
17537	3822	ptr	LG_II	PT02G11300	PT02G12620	0
17538	3822	ath	5	AT5G42380	AT5G43190	1
17539	3823	ptr	LG_II	PT02G11560	PT02G11800	0
17540	3823	ath	5	AT5G42955	AT5G43080	1
17541	3823	ath	1	AT1G46480	AT1G47240	2
17542	3824	vvi	chr18	VV18G00970	VV18G02090	0
17543	3824	ath	1	AT1G75990	AT1G76380	1
17544	3825	vvi	chr3	VV03G06730	VV03G07990	0
17545	3825	ath	4	AT4G33810	AT4G34440	1
17546	3826	ptr	LG_VIII	PT08G07920	PT08G09070	0
17547	3826	ath	1	AT1G13630	AT1G14260	1
17548	3827	ath	5	AT5G24790	AT5G26150	0
17549	3827	ath	5	AT5G10580	AT5G12000	1
17550	3828	ptr	LG_VII	PT07G08140	PT07G09830	0
17551	3828	ptr	LG_IX	PT09G05600	PT09G06970	1
17552	3829	vvi	chr10_random	VV00G54550	VV00G55185	0
17553	3829	ath	1	AT1G61760	AT1G62360	1
17554	3830	ptr	LG_X	PT10G13860	PT10G15100	0
17555	3830	ath	1	AT1G26310	AT1G26820	1
17556	3831	ptr	LG_XVI	PT16G05400	PT16G06690	0
17557	3831	ath	5	AT5G06140	AT5G06600	1
17558	3832	ptr	LG_XIV	PT14G02200	PT14G03500	0
17559	3832	ath	1	AT1G01490	AT1G01910	1
17560	3833	ptr	LG_X	PT10G16400	PT10G17690	0
17561	3833	ath	3	AT3G10980	AT3G11440	1
17562	3834	vvi	chr18	VV18G03870	VV18G05310	0
17563	3834	ath	1	AT1G22015	AT1G22500	1
17564	3835	ptr	LG_II	PT02G17390	PT02G18960	0
17565	3835	ath	1	AT1G02220	AT1G02910	1
17566	3836	vvi	chr5	VV05G15490	VV05G17390	0
17567	3836	ath	3	AT3G59540	AT3G59980	1
17568	3837	vvi	chr17	VV17G02200	VV17G04570	0
17569	3837	ptr	LG_VIII	PT08G10620	PT08G12250	1
17570	3838	ptr	LG_VIII	PT08G04790	PT08G06860	0
17571	3838	ath	2	AT2G37570	AT2G38450	1
17572	3839	vvi	chr3	VV03G07040	VV03G07460	0
17573	3839	ptr	LG_I	PT01G23950	PT01G24360	1
17574	3840	ptr	LG_II	PT02G16410	PT02G16840	0
17575	3840	vvi	chrUn_random	VV00G14950	VV00G15200	1
17576	3841	vvi	chr8	VV08G11590	VV08G12290	0
17577	3841	ptr	LG_VI	PT06G13260	PT06G13900	1
17578	3842	ptr	LG_VII	PT07G01230	PT07G01950	0
17579	3842	vvi	chr5	VV05G14710	VV05G15700	1
17580	3843	ptr	LG_VII	PT07G01570	PT07G01630	0
17581	3843	vvi	chr5	VV05G14980	VV05G15040	1
17582	3843	vvi	chrUn_random	VV00G33480	VV00G33560	2
17583	3844	ptr	scaffold_148	PT00G25405	PT00G25685	0
17584	3844	vvi	chr13_random	VV00G56960	VV00G57340	1
17585	3845	vvi	chr19_random	VV00G64275	VV00G64615	0
17586	3845	ptr	LG_X	PT10G15480	PT10G15930	1
17587	3846	vvi	chr1	VV01G00140	VV01G00880	0
17588	3846	ptr	LG_X	PT10G13860	PT10G14360	1
17589	3847	ptr	scaffold_64	PT00G09490	PT00G10040	0
17590	3847	vvi	chr5	VV05G14710	VV05G15700	1
17591	3848	ptr	scaffold_107	PT00G15700	PT00G16020	0
17592	3848	vvi	chr19	VV19G02140	VV19G03080	1
17593	3849	vvi	chr19_random	VV00G64225	VV00G64615	0
17594	3849	ptr	LG_VIII	PT08G07290	PT08G07770	1
17595	3850	vvi	chr4	VV04G06610	VV04G07590	0
17596	3850	ptr	LG_VI	PT06G18830	PT06G19450	1
17597	3851	ptr	LG_X	PT10G05820	PT10G06860	0
17598	3851	ath	5	AT5G43175	AT5G43870	1
17599	3852	ptr	LG_VIII	PT08G07920	PT08G08910	0
17600	3852	ath	2	AT2G02960	AT2G03690	1
17601	3853	vvi	chr8	VV08G09930	VV08G10980	0
17602	3853	ath	3	AT3G53800	AT3G54130	1
17603	3854	ptr	LG_IV	PT04G05440	PT04G06860	0
17604	3854	ptr	LG_VIII	PT08G11120	PT08G12520	1
17605	3855	vvi	chr10_random	VV00G54635	VV00G55215	0
17606	3855	ath	1	AT1G11280	AT1G11960	1
17607	3856	ptr	LG_II	PT02G08660	PT02G09680	0
17608	3856	ath	1	AT1G22040	AT1G22500	1
17609	3857	ptr	scaffold_118	PT00G16575	PT00G17085	0
17610	3857	ath	5	AT5G46570	AT5G47150	1
17611	3858	ptr	LG_VII	PT07G10250	PT07G11650	0
17612	3858	ptr	LG_II	PT02G02370	PT02G03450	1
17613	3859	vvi	chr11	VV11G06560	VV11G07700	0
17614	3859	ath	4	AT4G30420	AT4G30860	1
17615	3860	ath	5	AT5G41140	AT5G41990	0
17616	3860	ath	1	AT1G63300	AT1G64630	1
17617	3861	vvi	chr7	VV07G07530	VV07G08580	0
17618	3861	ath	1	AT1G03900	AT1G04180	1
17619	3862	vvi	chr17	VV17G00050	VV17G01280	0
17620	3862	ath	5	AT5G50380	AT5G51050	1
17621	3863	vvi	chr2	VV02G01080	VV02G02920	0
17622	3863	ptr	LG_XII	PT12G01120	PT12G03010	1
17623	3864	ptr	LG_XVI	PT16G07430	PT16G08680	0
17624	3864	ath	2	AT2G36580	AT2G37220	1
17625	3865	ptr	LG_X	PT10G03880	PT10G05250	0
17626	3865	ath	1	AT1G67400	AT1G67940	1
17627	3866	ptr	scaffold_28	PT00G00525	PT00G00935	0
17628	3866	vvi	chr6	VV06G02920	VV06G04320	1
17629	3867	ptr	LG_II	PT02G24490	PT02G25690	0
17630	3867	ath	5	AT5G48460	AT5G48910	1
17631	3868	ptr	LG_X	PT10G06010	PT10G07790	0
17632	3868	ptr	LG_II	PT02G03740	PT02G05140	1
17633	3869	ptr	LG_XIII	PT13G00070	PT13G01410	0
17634	3869	ath	1	AT1G56220	AT1G57600	1
17635	3870	ptr	LG_IV	PT04G12790	PT04G14270	0
17636	3870	ath	2	AT2G16595	AT2G17210	1
17637	3871	ptr	LG_VI	PT06G15270	PT06G16570	0
17638	3871	ath	4	AT4G32790	AT4G33100	1
17639	3872	vvi	chr4	VV04G12650	VV04G14100	0
17640	3872	ath	5	AT5G66005	AT5G66310	1
17641	3873	vvi	chr14	VV14G00270	VV14G01960	0
17642	3873	ath	1	AT1G56220	AT1G57590	1
17643	3874	ptr	LG_VII	PT07G04710	PT07G06600	0
17644	3874	ath	2	AT2G21770	AT2G22450	1
17645	3875	ptr	LG_IX	PT09G11100	PT09G11440	0
17646	3875	vvi	chr6	VV06G02510	VV06G02940	1
17647	3876	ptr	LG_XIV	PT14G04440	PT14G04780	0
17648	3876	vvi	chrUn_random	VV00G14970	VV00G15200	1
17649	3877	ptr	scaffold_123	PT00G18525	PT00G18790	0
17650	3877	ptr	LG_IV	PT04G08250	PT04G08870	1
17651	3878	ptr	scaffold_147	PT00G25060	PT00G25355	0
17652	3878	vvi	chr4	VV04G02410	VV04G03080	1
17653	3879	vvi	chr7	VV07G09640	VV07G10590	0
17654	3879	ptr	LG_III	PT03G05100	PT03G05850	1
17655	3880	vvi	chr7	VV07G10590	VV07G11320	0
17656	3880	ath	5	AT5G67020	AT5G67300	1
17657	3881	vvi	chr1	VV01G00140	VV01G00890	0
17658	3881	ptr	LG_VIII	PT08G08520	PT08G09020	1
17659	3882	ptr	scaffold_40	PT00G04955	PT00G05490	0
17660	3882	vvi	chr7	VV07G10530	VV07G11600	1
17661	3883	vvi	chr8	VV08G10680	VV08G11510	0
17662	3883	ath	5	AT5G01030	AT5G01530	1
17663	3884	vvi	chr5	VV05G02270	VV05G03090	0
17664	3884	ath	3	AT3G17205	AT3G17630	1
17665	3885	vvi	chr4	VV04G12350	VV04G13560	0
17666	3885	ptr	LG_IX	PT09G03340	PT09G04750	1
17667	3886	vvi	chr18	VV18G04020	VV18G05310	0
17668	3886	ptr	LG_V	PT05G01140	PT05G02210	1
17669	3887	vvi	chr13	VV13G02520	VV13G03730	0
17670	3887	vvi	chr6	VV06G04290	VV06G05310	1
17671	3888	vvi	chr6	VV06G05670	VV06G07160	0
17672	3888	ptr	LG_VI	PT06G06890	PT06G08050	1
17673	3889	ptr	LG_IV	PT04G11680	PT04G13150	0
17674	3889	ptr	LG_II	PT02G01790	PT02G03180	1
17675	3890	ptr	LG_VIII	PT08G16160	PT08G17250	0
17676	3890	ath	1	AT1G67400	AT1G67910	1
17677	3891	vvi	chr17	VV17G08370	VV17G09780	0
17678	3891	vvi	chr14	VV14G13610	VV14G14970	1
17679	3892	ptr	LG_XVI	PT16G02280	PT16G03570	0
17680	3892	ath	2	AT2G40860	AT2G41560	1
17681	3893	ptr	LG_VII	PT07G04690	PT07G05730	0
17682	3893	ath	4	AT4G39630	AT4G40070	1
17683	3894	vvi	chr18	VV18G10590	VV18G11660	0
17684	3894	ath	1	AT1G19370	AT1G19740	1
17685	3895	ptr	LG_VI	PT06G15370	PT06G16530	0
17686	3895	ath	2	AT2G25740	AT2G26290	1
17687	3896	vvi	chr17	VV17G05750	VV17G06950	0
17688	3896	ath	1	AT1G74490	AT1G74830	1
17689	3897	vvi	chr1	VV01G02490	VV01G04270	0
